,Event Date,CIS #,AE,Definite,Entered By,Entered Date,Customer,Adult Guests, Event Menu, Specialty Menu Items, Sweet Treats, Wedding Cake, Coffee + Tea Service, Soft Beverages, Specialty Soft Beverages, Alcoholic Beverages, Wine Service with Dinner, Champagne Toast, Event Personnel, Equipment - TBD, In House Equipment, In House Linens, In House Tables & Chairs, Equipment Rentals, Equipment Rentals - TBD, Venue to Provide, Florals, Florals - Outside, Decor, Tenting, Lighting, Valet, Credit Card Processing Fee, Service Charge, Venue Fee, Gratuity, Delivery, Suggestions & Options, Our Gift to You!, Total Discount,State, Subtotal,Sales Tax
1593,2016-07-30,14673,Tracy,07/15/16,Toth,06/27/2016,Georgetown University McDonough School of Business,240,3840,,,,,360,,,,,1870,,810,,,884.45,,,,,,,,,,,,,150,,, 270,DC, 7914.45,
1594,2016-08-02,14674,Tracy,07/22/16,Toth,06/27/2016,Georgetown University McDonough School of Business,300,3933,,,,,657.5,,,,,734,,1012.5,105.0,,258,,,,,,,,,,,,,50,,, 100,DC, 5632.5,
1595,2016-08-02,14675,Tracy,07/22/16,Toth,06/27/2016,Georgetown University McDonough School of Business,300,2055,,,,,525,,,,,1532,,1012.5,105,,241.4,,,,,,,,,,,,,100,,, 1377.5,DC, 5329.5,
1596,2016-08-03,14676,Tracy,07/22/16,Toth,06/28/2016,Georgetown University McDonough School of Business,300,5165.25,,,,,657.5,,,,,745,,420.0,,,241.4,,,,,,,,,,,,,100,,, 50,DC, 6909.15,
1597,2016-08-04,14689,Tracy,07/22/16,Toth,06/29/2016,Georgetown University McDonough School of Business,375,300,,,,,836.25,,,,,1037,,420,,,1231.57,,,,,,,,,,,,,100,,,15.0,DC, 3924.82,
1598,2016-08-15,15057,Tracy,08/10/16,Gray,08/05/2016,Smithsonian Center for Learning & Digital Access,39,561.6,,,,,,,,,,,,39,,,,,,,,,,,,,,,,35,,, 15,DC, 635.6,
1599,2016-08-16,15081,Tracy,08/10/16,Gray,08/09/2016,Smithsonian Center for Learning & Digital Access,39,536.25,,,,,,,,,,,,39,,,,,,,,,,,,,,,,35,,, 15,DC, 610.25,
1600,2016-08-17,15096,Tracy,08/10/16,Toth,08/09/2016,Smithsonian Center for Learning & Digital Access,39,563.55,,,,,250.0,,,,,925.0,,39,,,533.0,,,,,,,,,,,,,35,,, 15,DC, 637.55,
1601,2016-08-17,15028,Tracy,08/09/16,Gray,08/03/2016,Georgetown University School of Continuing Studies,125,2000,,,,,250,,,,,925,,562.5,,,533,,,,,,,,,,,,,100,,, 50,DC, 4370.5,
1602,2016-08-18,15097,Tracy,08/10/16,Gray,08/09/2016,Smithsonian Center for Learning & Digital Access,39,555.75,,,,,68.0,,260.0,,,738.0,,39,100.0,,,,,,,,,,,,,,,50,,, 1,DC, 644.75,
1603,2016-08-18,15124,Tracy,08/16/16,Keene,08/11/2016,Georgetown University Law Center Office of Graduate Programs,34,748,,,,,68,,260,,,738,,204,100,,,,,,,,,,,,,,,100,,, 143,DC, 2218,
1604,2016-08-19,15098,Tracy,08/10/16,Gray,08/09/2016,Smithsonian Center for Learning & Digital Access,39,565.5,,,,,120.0,,,,,,,39,,,,,,,,,,,,,,,,35,,, 16,DC, 639.5,
1605,2016-08-20,15080,Tracy,08/15/16,Gray,08/09/2016,Smithsonian Center for Learning & Digital Access,60,1200,,,,,120,,,,,818.0,,180,100.0,120.0,,,,,,,,,,,,,,65,,,315.0,DC, 1565,
1606,2016-08-22,15061,Tracy,08/16/16,Toth,08/08/2016,Georgetown University School of Continuing Studies,75,1256.25,,380.0,,,187.5,,,,,818,,600,100,120,,,,,,,,,,,,,,125,,, 315,DC, 3206.75,
1607,2016-08-25,15078,Tracy,08/22/16,Toth,08/08/2016,Georgetown University McDonough School of Business,190,3610,,380,,,190,,,,,1988,,744.8,275,120.0,,,,,,,,,,,,,,150,,, 1632.2,DC, 7337.8,
1608,2016-08-26,15079,Tracy,08/22/16,Toth,08/08/2016,Georgetown University McDonough School of Business,270,2970,,,,,270,,,,,2112,,769.5,275,120,,,,,,,,,,,,,,100,,, 958,DC, 6616.5,
1609,2016-08-27,15242,Tracy,08/22/16,Toth,08/22/2016,Georgetown University Office of Advancement,250,2500,,,,50.0,610,,,,,1825,,646.25,175,,,,,,,,,,,,,,,100,,, 911.25,DC, 5856.25,
1610,2016-08-29,15255,Tracy,08/23/16,Toth,08/23/2016,Georgetown University CAPS,20,160,,,,50,537.5,,,,,1874.0,,120,,,634.0,,,,,,,,,,,,,50,,, 65,DC, 380,
1611,2016-08-29,15063,Tracy,08/22/16,Toth,08/08/2016,Georgetown University School of Continuing Studies,215,2999.25,,,,,537.5,,,,,1874,,990,,,634,,,,,,,,,,,,,100,,, 350,DC, 7134.75,
1612,2016-08-30,15156,Tracy,08/23/16,Toth,08/15/2016,Georgetown University School of Continuing Studies,215,2999.25,,960.0,,300.0,537.5,,,,,1784,,1367.5,,,634,,,,845.0,,,,,,,,,100,,, 372.5,DC, 7422.25,
1613,2016-09-07,14447,Tracy,08/28/16,Toth,06/09/2016,Smithsonian Institution Office of Special Events,120,3148.5,,960,,300,400,,,,,2873,,2763,150.0,,2119,,,,845,,,,,,,,,75,,, 1435.5,DC, 13483.5,
1614,2016-09-07,15328,Tracy,08/29/16,Gray,08/29/2016,Georgetown University Law Center,55,2435,,330,,137.5,120,,,,,1175,,413.25,150,,369,,,,,,,,,,,,,100,,, 613.25,DC, 5229.75,247.94
1615,2016-09-08,15347,Tracy,09/02/16,Gray,08/29/2016,Bain & Company,125,937.5,,,,225.0,218.75,,600.0,,,545,,515.62,112.5,,1883.3,,,,,,,,,,,,,150,,, 284.38,DC, 2479.37, 247.94
1616,2016-09-09,13850A,Tracy,08/23/16,Toth,04/16/2016,Georgetown University McDonough School of Business,100,3045,,330.0,,225,480,,600,,,1809,,807.5,307.5,90.0,1883.3,,,,,,,,,,,,,150,,, 432.5,DC, 8999.8,
1617,2016-09-09,15262,Tracy,08/24/16,Toth,08/24/2016,Smithsonian Museum of Natural History,110,1705,,330,,,137.5,,924,,,1588,,760.65,307.5,90,,,,,,,,,,,,,,150,,, 963.15,DC, 5992.65,
1618,2016-09-12,14915,Tracy,09/01/16,Toth,07/21/2016,Smithsonian Institution Office of Special Events,25,475,,,,,50,,,,,476.0,,50,50.0,35.0,,,,,,,,,,,,,,35,,, 15,DC, 610,
1619,2016-09-12,15410,Tracy,09/05/16,Toth,09/05/2016,Georgetown University McDonough School of Business,50,750,,,,,100,,,,,476,,150,50,35,,,,,,,,,,,,,,100,,, 485,DC, 1661,201.13
1620,2016-09-12,15409,Tracy,09/07/16,Toth,09/02/2016,Bain & Company,90,675,,,,,157.5,,,,,545,,371.25,112.5,,,,,,,,,,,,,,,150,,, 236.25,DC, 2011.25, 201.13
1621,2016-09-12,15458,Tracy,09/09/16,Toth,09/09/2016,M&T Bank,20,72,,240.0,,,55,,,,,1578.0,,40,225.0,,284.0,,,,,,,,,,,,,60,,,791.4,DC, 227, 22.7
1622,2016-09-12,14910,Tracy,09/01/16,,07/21/2016,Smithsonian Institution Office of Special Events,40,1100,,240,,,60,,,,,1578,,371.4,225,,284,,,,,,,,,,,,,75,,, 791.4,DC, 3933.4,
1623,2016-09-13,14916,Tracy,09/01/16,Toth,07/21/2016,Smithsonian Institution Office of Special Events,28,504,,510.0,,,56,,1234.0,,,2980.0,,56,,,1060.26,,,,,300.0,,2880.06,,,,,,84,,, 180,MD, 700,1421.57
1624,2016-09-13,14108,Tracy,05/19/16,Toth,05/11/2016,Fidelity Investments,85,3973.75,,510,,,140.25,,1234,,,2980,,1167.31,,,1060.26,,,,,300,,2880.06,,,,,,150,,, 241.14,DC, 17095.63, 1421.57
1625,2016-09-14,15214,Tracy,09/06/16,Toth,08/18/2016,Smithsonian American Art Museum,150,2275,,,,,175,,480,,,1052,,436.12,105.0,50.0,75,,,,,,,,,,,,,100,,, 1211.38,DC, 4593.12,
1626,2016-09-15,15247,Tracy,09/12/16,Keene,08/23/2016,Georgetown University Law Center,50,280,,,,312.5,105,,852,,,826,,105,105,50,1398.0,,,,,,,,,,,,,150,,, 680,MD, 2473,
1627,2016-09-16,13851a,Tracy,09/12/16,Toth,04/16/2016,Georgetown University McDonough School of Business,125,2965,,850.0,,312.5,457.5,,800,,,1339,,735,300.0,,1398,,,,,,,,,,,,,150,,, 245,DC, 8157,
1628,2016-09-20,15476,Tracy,09/12/16,Toth,09/12/2016,Georgetown University Law Center CLE Program,170,3204,,850,150.0,,510,,1080.0,,333.0,2434,,1825.8,300,,1495.75,,,,,,,,,,,,,100,,, 958.6,DC, 10719.55,
1629,2016-09-21,15256,Tracy,08/24/16,Toth,08/24/2016,Georgetown University Law Center,150,4350,,750,150,,375,,1080,,333,2598,,1526.62,,,2842.99,,,,,,,,,,,,,100,,, 558.88,DC, 14150.61,
1630,2016-09-21,15544,Tracy,09/19/16,Keene,09/19/2016,Smithsonian Center for Learning & Digital Access,15,232.5,,,,455.0,37.5,,,,,1365.0,,1384.5,,,677.19,,,565.0,,,,,,,,,,40,,, 10,DC, 310,718.3
1631,2016-09-22,15058a,Tracy,09/07/16,Toth,08/06/2016,Al Tamimi & Company,130,2226.25,,500.0,,455,410,,1192.0,,,1365,,1384.5,,686.25,677.19,,,565,,,,,,,,,,100,,, 511.5,DC, 7182.94, 718.3
1632,2016-09-23,13852A,Tracy,09/14/16,Toth,04/16/2016,Georgetown University McDonough School of Business,125,7590,,500,,425,1355,,1192,,,4214.5,,931.25,,686.25,2945.89,,,450,,,,,,,,,,150,,, 3090,DC, 20439.89,
1633,2016-09-23,13852 D,Tracy,09/20/16,Toth,08/30/2016,Georgetown University McDonough School of Business,125,452.25,,81.0,,,67.5,,268.0,,,551.0,,425.72,,,,,,,,,,,,,,,,125.0,,,175.58,DC,1970.47,
1634,2016-09-25,15207,Tracy,09/19/16,Toth,08/18/2016,Georgetown University Friends of St. Al's,25,452.25,,81,,300.0,67.5,,268,,,551,,425.72,,,2905.0,,,,,,,,,,,,,125,,, 175.58,DC, 1970.47,834.1
1635,2016-09-26,14091A,Tracy,09/06/16,Toth,05/10/2016,World Conference of Professional Speechwriters,75,2337.5,,,,300,642.5,,,,,1268,,738,,,2905,,,,,,,,,,,,,150,,, 246,DC, 8341, 834.1
1636,2016-09-27,14377A,Tracy,09/06/16,Toth,06/05/2016,World Conference of Professional Speechwriters,120,3420,,,,480,912,,,,,1155,,720,170.0,,400,,,,,,,,,,,,,100,,, 290,DC, 7187, 718.7
1637,2016-09-27,14377C,Tracy,09/06/16,Toth,07/22/2016,World Conference of Professional Speechwriters,120,1380,,,,330.0,240,,,,,785,,540,170,,90.0,,,,,,,,,,,,,75,,, 265,DC, 3190, 319
1638,2016-09-28,14378,Tracy,09/06/16,Toth,06/05/2016,World Conference of Professional Speechwriters,110,1210,,840.0,,330,440,,765.2,,,904,,440,,,90,,,,,,,,,,,,,150,,, 440,DC, 3564, 356.4
1639,2016-09-28,15580,Tracy,09/26/16,Keene,09/20/2016,Georgetown University Law Center,140,3640,,840,,350.0,420,,765.2,,,1676,,2045.5,240.0,,614.9,,,,,,,,,,,,,150,,, 577.5,DC, 10151.6,
1640,2016-09-30,13861A,Tracy,09/26/16,Toth,04/16/2016,Georgetown Law Institute of International Economic Law,100,1200,,180.0,,350,600,,,,,719,,715.3,240,,573.0,,,,,,,,,,,,,75,,, 553.7,DC, 3899.3,
1641,2016-09-30,15583A,Tracy,09/27/16,Toth,09/21/2016,Georgetown University McDonough School of Business,30,1672,,180,,180,232.5,,,,,889,,465.5,,,573,,,,,,,,,,,,,150,,, 133,DC, 4342,
1642,2016-09-30,13853A,Tracy,09/26/16,Toth,04/16/2016,Georgetown University McDonough School of Business,60,2090,,650.0,,325.0,230,,1011.1,,,1039,,601,360.0,,789,,,,,,,,,,,,,150,,, 951,DC, 4899,
1643,2016-09-30,13861B,Tracy,09/26/16,Toth,09/21/2016,Georgetown Law Institute of International Economic Law,130,4940,,650,,325,585,,1011.1,,,3110,,1810.57,360,,,,,,,,,,,,,,,150,,, 963.53,DC, 12941.67,
1644,2016-10-01,15597A,Tracy,09/28/16,Toth,04/16/2016,Georgetown Law Institute of International Economic Law,60,1350,,,,210,270,,,,,545,,286.2,50,,,,,,,,,,,,,,,100,,, 386.2,DC, 2811.2,
1645,2016-10-01,15597B,Tracy,09/28/16,Toth,09/22/2016,Georgetown Law Institute of International Economic Law,40,1080.0,,,,,270.0,,476.0,,,898.0,,550.12,310.0,,,,,,,,,,,,,,,100.0,,,233.38,DC,3684.12,368.41
1646,2016-10-05,15651,Tracy,09/27/16,Toth,09/27/2016,American Express,90,1080,,200.0,,,270,,476,,,898,,550.12,310,,,,,,,,,,,,,,,100,,, 233.38,DC, 3684.12, 368.41
1647,2016-10-05,15656,Tracy,09/27/16,Toth,09/27/2016,Georgetown University Initiative on Catholic Social Thought and Public LIfe,50,1000,,200,,,100,,286,,,780,,392,144,,1157.44,,,,,,,,,,,,,100,,, 184,DC, 3002,
1648,2016-10-06,15649A,Tracy,09/27/16,Toth,09/27/2016,Georgetown University School of Continuing Studies,150,3200,,,,,400,,,,,1549,,905,195.0,,1157.44,,,,,290.0,,,,,,,,100,,, 50,DC, 7311.44,
1649,2016-10-06,15611,Tracy,09/30/16,Toth,09/22/2016,Georgetown University Law Center,400,4850,1400.0,840.0,,,600,,,,,1528,,1880,195,,1515.0,,,,,290,,,,,,,,100,,, 2275,DC, 9443,
1650,2016-10-06,14012B,Tracy,07/07/16,Toth,05/03/2016,Smithsonian Women's Committee,280,5780,1400,840,,,175.0,,468.0,,,4325,,1526.56,150,,1515,,,,,,,,,,,,,150,,, 3334.84,DC, 15686.56,
1651,2016-10-06,15670,Tracy,09/29/16,Toth,09/29/2016,International Tax and Investment Center,70,1470,,,,,175,,468,,,835,,741.55,162.5,,423.71,,,,,,,,,,,,,150,,, 355.35,DC, 4002.05,
1652,2016-10-07,13854A,Tracy,10/04/16,Toth,04/16/2016,Georgetown University McDonough School of Business,50,1082.5,,,,,,,,,,791,,1024.0,,,423.71,,,,,,,,,,,,,100,,, 632.5,DC, 2397.21,
1653,2016-10-07,15521,Tracy,09/29/16,Toth,09/15/2016,Smithsonian Women's Committee,250,1500,,750.0,,312.5,300.0,,,,,1765,,1024,350.0,,590.0,,,,,,,,,,,,,150,,, 1894,DC, 4439,
1654,2016-10-08,15202,Tracy,09/20/16,Toth,08/17/2016,St. Michael's Church,300,5700,,750,,312.5,300,,1125.0,,,3313,,945,350,684.65,590,,,130.0,,,,,,,,,,150,,, 1992.5,MD, 12410.5,
1655,2016-10-12,15681A,Tracy,10/08/16,Toth,09/30/2016,Georgetown University McDonough School of Business,75,2350,,,,500,587.5,,1125,,,1997,,1758,,684.65,1885,,,130,,,,,,,,,,150,,, 726,DC, 11167.15,
1656,2016-10-12,15681 B,Tracy,10/10/16,Toth,09/30/2016,Georgetown University McDonough School of Business,250,4187.5,,,,,500,,,,,985,,1225.0,,,1779.95,,,250.0,,75.0,,300.0,,,,,,75,,, 75,DC, 7527.45,
1657,2016-10-13,15769,Tracy,10/11/16,Toth,10/06/2016,Georgetown University McCourt School of Public Policy,250,3875,,192.0,,,125,,,,,1995,,1225,,,667,,,250,,75,,300,,,,,,150,,, 1725,DC, 8662,618.34
1658,2016-10-18,15702,Tracy,10/14/16,Toth,10/03/2016,ERIC,48,2218.44,,192,,,56,,,,,2338,,604.8,,,674.19,,,,,,,,,,,,,100,,, 360.96,DC, 6183.43, 618.34
1659,2016-10-19,15875,Tracy,10/17/16,Keene,10/16/2016,Georgetown University Office of Advancement,75,675,,,,,150,,795.6,,,1535.0,,281.25,,,,,,,,,,,,,,,,70,,, 90,DC, 1176.25,
1660,2016-10-19,15215,Tracy,09/19/16,Gray,08/18/2016,Smithsonian American Art Museum,300,2850,,,,,300,,795.6,,,1535,,515.62,105.0,,,,,,,,,,,,,,,100,,, 2105.28,DC, 6096.22,199.1
1661,2016-10-20,15605,Tracy,10/10/16,Toth,09/22/2016,ProShares ProFunds,35,420,,800.0,,250.0,105,,278,,,650,,308,105,,936.0,,,,1375.0,,,250.0,,,,,,125,,, 207,DC, 1991, 199.1
1662,2016-10-20,15485,Tracy,10/10/16,Toth,09/13/2016,Georgetown University Institute for the Study of Diplomacy,100,3058,,800,,250,200,,1015.0,180.0,,3304,,2302.2,,,936,,,440.0,1375,,,250,,151.41,,,,150,,, 1017.4,DC, 12625.2,
1663,2016-10-22,13519,Tracy,04/01/16,Toth,03/16/2016,Georgetown University Office of Advancement,60,2181,,480,,,180,,1015,180,,2308,,907,550.0,,861,,,440,,,,,,151.41,,,,100,,, 920,DC, 8803.41,3218.95
1664,2016-10-24,15271,Tracy,09/16/16,Gray,08/24/2016,Washington Capitals,3000,21000,,,,,350,,265.0,,,7700,,1675,550,,664.5,,,,,,,,,,,,,250,,, 4175,DC, 32189.5, 3218.95
1665,2016-10-25,15967,Tracy,10/24/16,Keene,10/23/2016,Georgetown University McDonough School of Business,25,300,,225.0,,,50,,265,,,740,,340.43,90,230.0,398.0,,,,250.0,,,,,,,,,150,,, 226.82,DC, 1935.43,
1666,2016-10-25,15799,Tracy,10/10/16,Toth,10/10/2016,Medstar Georgetown University Hospital,75,1800,,225,,,150,,378,,,889,,682.31,,230,398,,,,250,,,,,,,,,150,,, 227.44,DC, 5152.31,
1667,2016-10-26,15613,Tracy,10/17/16,Toth,09/22/2016,Smithsonian Museum of Natural History,65,1690,,162.5,,,97.5,,580,,,719,,343.38,,,566.01,,,,,,,,,,,,,150,,, 345.43,DC, 4308.39,
1668,2016-10-27,15880,Tracy,10/16/16,Gray,10/16/2016,Georgetown University Law Center CLE Program,230,6940,,1150,,,575,,,,,4128,,3781.8,,,3746.64,,,,,,,,,,,,,150,,, 1296.6,DC, 20471.44,
1669,2016-10-27,15819,Tracy,10/19/16,Toth,10/11/2016,Georgetown University School of Continuing Studies,150,2250,,,,,300,,,,,1955,,1347.5,,,472.4,,,,,,,,,,,,,100,,, 50,DC, 6424.9,
1670,2016-10-30,16037,Tracy,10/26/16,Toth,10/26/2016,Georgetown University Law Center,50,712,,,,,150,,,,,360,,100,,,,,,,,,,,,,,,,100,,, 250,DC, 1422,
1671,2016-10-31,15807,Tracy,10/17/16,Toth,10/11/2016,Smithsonian Institution Office of Special Events,100,1000,,,,,225,,648.0,,,666,,444,,,,,,,,,,,,,,,,100,,, 664,DC, 2435,
1672,2016-11-02,15216,Tracy,10/17/16,Toth,08/18/2016,Smithsonian American Art Museum,200,1900,,,,300.0,200,,648,,,1535,,825,375.0,,363.0,,,,,,,,,,,,,100,,, 1367,DC, 5208,
1673,2016-11-04,13856A,Tracy,10/31/16,Toth,04/16/2016,Georgetown University McDonough School of Business,100,1920,,,,300,360,,388,,,1141,,577.2,375,,363,,,,,,,,,,,,,100,,, 848.8,DC, 5524.2,
1674,2016-11-05,15815A,Tracy,10/31/16,Toth,10/11/2016,Georgetown University McDonough School of Business,80,6705.0,,675.0,,540.0,780.0,,598.0,,,4629.55,,2706.9,720.0,,332.0,,,,,,,,,,,,,250.0,,,2238.1,DC,17936.45,
1675,2016-11-05,15815B,Tracy,10/31/16,Toth,10/12/2016,Georgetown University McDonough School of Business,150,6705,,675,,540,780,81.0,598,,,4629.55,,2706.9,720,,332,,,,,,,,,,,,,250,,, 2238.1,DC, 17936.45,
1676,2016-11-09,15860 B,Tracy,10/26/16,Gray,10/13/2016,Georgetown University Institute for the Study of Diplomacy,40,1192,,320,,,40,81,,,,1473,,782.4,,,359.25,,,,,,,,,,,,,150,,, 280.8,DC, 4397.65,
1677,2016-11-09,16128,Tracy,11/07/16,Toth,11/02/2016,Georgetown University School of Continuing Studies,40,410,,160.0,,,60,,319.0,,,375,,149.6,62.5,,,,,,,,,,,,,,,100,,, 354.4,DC, 1094.6,
1678,2016-11-10,16134,Tracy,11/07/16,Toth,11/02/2016,Georgetown University School of Continuing Studies,80,1040,,160,,,90,,319,,,795,,556.8,62.5,,1329.84,,,200.0,,,,,,,,,,100,,, 328.1,DC, 3123.3,
1679,2016-11-10,15876,Tracy,11/01/16,Toth,10/16/2016,Georgetown University Law Center,300,6648,,900,,125.0,600,,1343,,,3233,,4065.75,210.0,,1329.84,,,200,,,,,,,,,,150,,, 1805.25,DC, 18469.59,
1680,2016-11-11,15849,Tracy,11/01/16,Toth,10/13/2016,Georgetown University McDonough School of Business,50,700,,240.0,,125,125,,766.0,,,1075,,567.37,210,,614.9,,,,,,,,,,,,,100,,, 499.13,DC, 3517.27,
1681,2016-11-11,15877A,Tracy,11/07/16,Toth,10/16/2016,Georgetown University Law Center,60,5737.5,,240,,210,472.5,,766,,,4883,,1990.8,,,1747.58,,,,,,,,,,,,,250,,, 663.6,DC, 16353.38,
1682,2016-11-11,13857A,Tracy,11/03/16,Toth,04/16/2016,Georgetown University McDonough School of Business,80,2420,,400,,450,360,,676.0,,,2105,,903,450.0,,1488.91,,,,,,,,,,,,,150,,, 301,DC, 8276.91,
1683,2016-11-14,16141A,Tracy,11/10/16,Toth,11/03/2016,Georgetown University Law Center,70,3445,,,,350,635,,676,,,2989,,813.75,450,,1032.7,,,,,,,,,,,,,150,,, 721.25,DC, 10541.45,
1684,2016-11-14,16346,Tracy,11/14/16,Toth,11/14/2016,Georgetown University McDonough School of Business,1,3260.0,,,,350.0,595.0,,,,,655,,491.92,,,335,,,,,,,,,,,,,150.0,,,163.98,DC, 990,
1685,2016-11-15,16142A,Tracy,11/11/16,Toth,11/03/2016,Georgetown University Law Center,70,3260,,,,350,595,,600.0,,,1488,,491.92,,,,,,,,,,,,,,,,150,,, 163.98,DC, 6334.92,
1686,2016-11-16,16143 A,Tracy,11/13/16,Toth,11/03/2016,Georgetown University Law Center,70,3470,,,,350,595,,600,,,1527,,464.62,,,200.0,,,,,,,,,,,,,150,,, 154.88,DC, 7156.62,
1687,2016-11-17,16144 A,Tracy,11/13/16,Toth,11/03/2016,Georgetown University Law Center,70,1955,,216.0,,325,325,,108.0,216.0,,1106,,250,,,200,,,,,,,,,,,,,75,,,322.43,DC, 4236,
1688,2016-11-17,16145,Tracy,11/13/16,Gray,11/03/2016,Georgetown University Law Center,27,999,,216,,67.5,54,,108,216,,1385,,967.27,,,998.2,,,,,,,,,,,,,150,,, 322.43,DC, 5160.97,
1689,2016-11-18,13858 A,Tracy,11/15/16,Gray,04/16/2016,Georgetown University McDonough School of Business,90,2370,,,,385,292.5,,320.0,,,1111,,621.5,,,534.6,,,,,,,,,,,,,100,,, 1151.5,DC, 5414.6,
1690,2016-11-18,16146 A,Tracy,11/14/16,Toth,11/03/2016,Georgetown University Law Center,70,2487.5,,,,350,560,,320,,,1386,,747.6,475.0,,,,,,,100.0,,,,,,,,150,,, 249.2,DC, 6001.1,
1691,2016-11-24,16349,Tracy,11/15/16,Toth,11/15/2016,Georgetown University Law Center,115,6210,,,,125.0,431.25,,1061,,,6111,,2673.75,475,,439.05,,,,,100,,,,,,,,200,,, 1141.25,DC, 17262,
1692,2016-11-29,16393,Tracy,11/16/16,Toth,11/16/2016,Georgetown University McDonough School of Business,50,725,,,,125,125,,,,,998,,904.2,285,,439.05,,,,,,,,,,,,,150,,, 636.4,DC, 3751.25,
1693,2016-11-30,16492,Tracy,11/28/16,Gray,11/28/2016,Smithsonian Center for Learning & Digital Access,16,248,,,,112.5,40,,,,,926.0,,657.0,,,550.0,,,,,,,,,,,,,50,,,303.0,DC, 338,
1694,2016-12-08,15861,Tracy,11/22/16,Toth,10/13/2016,Smithsonian Institution,90,1552.5,,800.0,,112.5,360,,964.0,,,926,,657,,98.0,550,,,,,75.0,,120.0,,,,,,100,,, 303,DC, 4258,935.08
1695,2016-12-08,16537,Tracy,12/04/16,Toth,11/30/2016,Baker  Donelson  Bearman  Caldwell & Berkowitz,100,3600,,800,,,200,,964,,,1663,,1418.25,,98,382.5,,,,,75,,120,,,,,,150,,, 965.75,DC, 9470.75, 935.08
1696,2016-12-09,16102,Tracy,11/30/16,Toth,11/01/2016,DC Bar,150,6000,,750,,,113.75,,570.0,,,1699.75,,593.25,,,559.5,,,,,,,,,,,,,100,,, 1614.25,DC, 9702.5,
1697,2016-12-09,16519,Tracy,12/05/16,Toth,11/29/2016,Georgetown University Depart of Psychology,65,1430,,325,,112.5,113.75,,570,,,998,,465.56,,,742.42,,,,,,,,,,,,,150,,, 608.94,DC, 4052.31,
1698,2016-12-10,16294 A,Tracy,11/10/16,Toth,11/10/2016,Georgetown University McDonough School of Business,45,1125,,210.0,,112.5,135,,,,,1258,,305.1,125.0,78.0,742.42,,,,,75.0,,,,,,,250.0,150,,,,DC, 3828.02,427.11
1699,2016-12-10,16386,Tracy,11/16/16,Toth,11/16/2016,Crowell & Moring LLP,24,1536,,210,,,90,,,,,1555,,452.1,125,78,,,,,,75,,,,,,,250,150,,,100.0,DC, 4521.1, 427.11
1700,2016-12-11,16384,Tracy,11/30/16,Toth,11/16/2016,Marshall,25,625,,100,,,93.75,,,,,675,,137.5,,272.7,219.8,,,,,,,,,,,,,100,,, 100,VA, 1731.25, 130.63
1701,2016-12-15,16179,Tracy,12/04/16,Gray,11/04/2016,Georgetown University School of Continuing Studies,160,5072,,1280,,,240,,,,,2725,,1162.24,210.0,272.7,219.8,,,,,75.0,,,,,,,,100,,, 3399.81,DC, 11071.74,
1702,2016-12-16,16549,Tracy,12/07/16,Toth,12/01/2016,Georgetown University Law Center Office of Graduate Programs,22,770,,154,,,82.5,,,,,845,,389.84,210,,,,,,,75,,,,,,,,125,,, 607.46,DC, 2651.34,103.9
1703,2016-12-17,16721,Tracy,12/13/16,Toth,12/12/2016,Cynthia Howell,1,974,,,,,262.5,,,,,866.0,,593.44,165.0,,,,,,,,,,,,,,,65,,,397.81,DC, 1039, 103.9
1704,2017-01-09,16526,Tracy,12/21/16,Gray,11/30/2016,Georgetown University School of Continuing Studies,75,1136.25,,,,,262.5,,,,,866,,593.44,165,,478.75,,,,,,,,,,,,,150,,, 397.81,DC, 3173.19,
1705,2017-01-10,16527,Tracy,12/22/16,Gray,11/30/2016,Georgetown University School of Continuing Studies,200,3220,,,,,400,,,,,1087,,850,,,478.75,,,,,,,,,,,,,125,,, 25,DC, 6160.75,
1706,2017-01-10,16835,Tracy,01/03/17,Toth,12/21/2016,Georgetown University School of Continuing Studies,130,2047.5,,,,,325,,880.0,,,1605,,667.87,105.0,,649,,,,225.0,,,,,,,,,125,,, 247.63,DC, 5419.37,
1707,2017-01-13,16927,Tracy,01/04/17,Toth,01/03/2017,Georgetown University Office of Advancement,100,2900,,,,500.0,200,160.0,880,,,1333,,753.5,105,,,,,,225,,,,,,,,,100,,, 1108.5,DC, 6496.5,
1708,2017-01-21,17060,Tracy,01/12/17,Toth,01/11/2017,National Museum of Women in the Arts,250,11124.0,,1648.0,,500,1247.5,160,,,,790,,390,1312.5,,2079.05,,,,625.0,,,,,,,,,75,,, 100,DC, 1915,3323.45
1709,2017-01-21,16255,Tracy,12/07/16,Toth,11/08/2016,Iowa State Society,375,11124,,1648,,600.0,1247.5,180.0,,,,9010,,6038.43,1312.5,,2079.05,,,,625,,,,,,,,,150,,, 2450.32,DC, 33234.48, 3323.45
1710,2017-01-22,17064,Tracy,01/12/17,Toth,01/11/2017,National Museum of Women in the Arts,300,1935.0,,240.0,,600,240.0,180,492.0,,,790,,225,375.0,,,,,,,,,,,,,,,150,,, 100,DC, 1945,505.6
1711,2017-01-25,17055 A,Tracy,01/15/17,Gray,01/11/2017,Union Plus (Union Privilege),60,1935,,240,,120,240,,492,,,995,,509,375,,,,,,,,,,,,,,,150,,, 294,DC, 5056, 505.6
